b1_nummer;politician;vote;law;date;house;pdc_naam;category;district;sum_industry;sum_services;sum_agriculture;industry;services;agriculture;total_pers_taxes;vermogen_tax;income_tax;catholics;geref;hervormd;catholic_pct;geref_pct;hervormd_pct;party_granular;party_simple;birth_date;start_date;tenure;death_date
01454;van Vliet;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Vliet;social;Doetinchem;11198;2923;7176;0,525801756115885;0,1372459893796198;0,33693837600457432;53051;1703;2565;19750;5209;33420;0,33830658284657156;8,92272906353312e-02;0,57246612651809725;protestant;confessional;1858-02-12;1901-09-17;4189;1941-12-19
01580;de Wijkerslooth de Weerdesteyn;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Wijkerslooth de Weerdesteyn;social;Wijk bij Duurstede;2042;911;532;0,585939741750359;0,2613620825161742;0,15261712689525606;89282;7346;8584;21393;3567;25627;0,42289521023187776;7,05121869254947e-02;0,50659260284262753;catholic;confessional;1873-09-13;1910-02-15;1116;1936-05-16
01079;de Ram;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Ram;social;Bergen op Zoom;7494;5993;3788;0,433806078147612;0,3469087993548062;0,21926650161389591;70891;1477;3005;54715;777;3369;0,92956286845279557;1,32005912233907e-02;0,05723654032381373;catholic;confessional;1842-10-29;1888-05-01;9075;1917-07-04
01446;de Visser;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Visser;social;Leiden;9351;11298;502;0,442106756181741;0,5341479764347226;0,02373300697553879;118844;92;482;15040;4892;30273;0,29957175580121503;9,74404939747037e-02;0,60298775022408124;protestant;confessional;1857-02-09;1897-09-21;5645;1932-04-14
00001;Aalberse;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Aalberse;social;Almelo;13047;4527;5467;0,566251464780175;0,1964710189660919;0,23726483367808479;41091;1356;1890;25309;4356;22911;0,48137933657942783;8,28514911746805e-02;0,43576917224589168;catholic;confessional;1871-03-27;1903-02-24;3664;1948-07-05
00981;Nolens;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Nolens;social;Venlo;4218;3617;2248;0,418327878607557;0,3587077201785557;0,22293233895036343;42911;3994;4548;54802;351;4997;0,91108894430590193;5,83541147132170e-03;0,08307564422277640;catholic;confessional;1860-09-07;1896-11-13;5957;1931-08-27
01177;de Savornin Lohman;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Savornin Lohman;social;Goes;967;1582;387;0,329359673024523;0,5387678990398284;0,13177302595467114;71280;5843;6260;4218;6272;30248;0,10353969267023416;1,53959448181059e-01;0,74250085914870645;protestant;confessional;1837-05-29;1879-09-15;12226;1924-06-11
00228;Brummelkamp;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Brummelkamp;social;Loosduinen;4471;3523;3485;0,389493858350030;0,3068978539220103;0,30357945725080188;88470;2695;6976;20861;12039;27919;0,34300136470510861;1,97948009668031e-01;0,45905062562686005;protestant;confessional;1839-01-05;1897-09-21;5645;1919-01-15
00293;van Dedem;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Dedem;social;Zwolle;8565;7504;4656;0,413268998793727;0,3620675690566099;0,22464780807428289;105644;1198;1839;12705;5166;31908;0,25522810823841380;1,03778701862231e-01;0,64099318989935516;protestant;confessional;1838-02-07;1879-09-15;12226;1931-03-01
00540;Heemskerk;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Heemskerk;social;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;protestant;confessional;1852-07-20;1888-05-01;9075;1932-06-12
00940;de Monté verLoren;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Monté VerLoren;social;Breukelen;0;0;0;NA;NA;NA;93077;6421;10242;17650;5824;21198;0,39510207736389685;1,30372492836676e-01;0,47452542979942686;protestant;confessional;1861-03-24;1909-11-10;1213;1925-04-30
00601;van Hoogstraten;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Hoogstraten;social;Utrecht II;13291;23050;1186;0,354171663069257;0,6142186282188012;0,03160309632713359;247185;91;593;41448;8372;55989;0,39172471150847282;7,91237040327382e-02;0,52915158445878896;protestant;confessional;1859-06-07;1909-09-21;1263;1936-06-30
01392;van Veen;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Veen;social;Dokkum;9146;3369;7891;0,448201509359992;0,1650948742638522;0,38668836839273130;55594;1403;2442;913;16797;20835;0,02368660007783110;4,35776365287326e-01;0,54053703463484237;protestant;confessional;1865-08-30;1901-09-17;4189;1929-05-01
01510;van Wassenaer van Catwijck;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Wassenaer van Catwijck;social;Katwijk;2115;1353;2521;0,353147436967774;0,2259008555170922;0,42089769242108743;97590;3244;6937;22014;9900;24898;0,38748855875519256;1,74258959374780e-01;0,43825248187002747;protestant;confessional;1856-12-26;1888-05-01;9075;1939-11-06
00039;van Asch van Wijck;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Asch van Wijck;social;Amersfoort;5179;7387;1361;0,371867595318446;0,5303943967481232;0,09771751512889638;122929;3074;8954;20379;9930;40692;0,28702412642075464;1,39857185110069e-01;0,57311868846917646;protestant;confessional;1867-08-30;1901-09-17;4189;1935-11-03
00858;van Lynden van Sandenburg;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Lynden van Sandenburg;social;Kampen;7836;4226;4362;0,477106673161227;0,2572989065376701;0,26557507063969149;64231;2485;3201;3377;10438;33101;0,07197970841503964;2,22482735101032e-01;0,70553755648392869;protestant;confessional;1873-11-17;1909-09-21;1263;1932-12-25
00163;van der Borch van Verwolde;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Borch van Verwolde;social;Ridderkerk;3434;1219;992;0,608325952170062;0,2159200443283333;0,17570507985675174;54284;3582;4418;855;10711;37971;0,01725982598865494;2,16222217736238e-01;0,76651795627510755;protestant;confessional;1842-02-01;1884-07-29;10447;1919-05-11
00975;J.W.J.C.M. van Nispen tot Sevenaer;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Nispen tot Sevenaer;social;Rheden;5075;2786;2648;0,482919402416976;0,2650939176899500;0,25195656419582202;78697;1748;3344;35070;2230;16947;0,64648736335649892;4,11082640514683e-02;0,31240437259203274;catholic;confessional;1861-03-22;1908-03-10;1823;1917-01-10
00150;Bogaardt;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Bogaardt;social;Breda;8606;7065;4041;0,436586850649351;0,3584031821166526;0,20499376176961312;83786;1280;1602;51315;701;4196;0,91288337009891141;1,24706468369743e-02;0,07464598306411442;catholic;confessional;1862-02-19;1906-02-13;2579;1918-11-14
00408;Fleskens;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Fleskens;social;Helmond;6544;1634;2071;0,638501317201678;0,1594202566061243;0,20205276395166313;32619;2069;3817;52395;230;2822;0,94495644489332165;4,14810539794759e-03;0,05089544970873086;catholic;confessional;1874-04-20;1910-09-20;899;1965-02-01
00087;van den Berch van Heemstede;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Berch van Heemstede;social;Oosterhout;9369;2781;3495;0,598849472674976;0,1777496679261805;0,22338296714475489;53602;2326;3044;51081;769;3481;0,92318953208870258;1,38981764291265e-02;0,06291229148217094;catholic;confessional;1860-04-16;1891-09-15;7843;1917-10-24
01456;de Vlugt;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Vlugt;social;Amsterdam VIII;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;133277;33085;199345;0,36443655713453665;9,04685991791243e-02;0,54509484368633909;protestant;confessional;1872-12-19;1909-09-21;1263;1945-02-10
01048;Pollema;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Pollema;social;Gorinchem;2534;3316;926;0,373966942148760;0,4893472550624816;0,13664138659253661;85197;5136;7625;6957;8890;37896;0,12944941666821724;1,65416891502149e-01;0,70513369182963359;protestant;confessional;1851-11-08;1908-11-09;1579;1932-03-29
01172;van Sasse van Ysselt;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Sasse van Ysselt;social;'s-Hertogenbosch;7957;8089;1628;0,450209347063483;0,4576662868824155;0,09210797654251472;99534;1120;2515;54775;699;2886;0,93857093899931476;1,19773817683345e-02;0,04945167923235093;catholic;confessional;1852-04-20;1901-09-17;4189;1939-08-06
01201;Schimmelpenninck;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Schimmelpenninck;social;Ede;11431;3380;7589;0,510312500000000;0,1508894196090650;0,33878464263142671;52889;1755;3697;1928;9643;43466;0,03503097915947453;1,75209404582372e-01;0,78975961625815361;protestant;confessional;1854-02-08;1909-09-21;1263;1929-12-13
01470;van der Voort van Zijp;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Voort van Zijp;social;Tietjerksteradeel;11389;4350;9211;0,456472945891784;0,1743455076550108;0,36916902290051606;53036;963;1051;17;18675;23821;0,00039987768447298;4,39277397501941e-01;0,56032272481358647;protestant;confessional;1871-12-08;1908-03-19;1814;1935-09-28
00029;Ankerman;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Ankerman;social;Harlingen;8403;5769;5207;0,433613705557562;0,2976867185592069;0,26868277579710548;73904;873;1849;6012;8250;20888;0,17103840682788052;2,34708392603129e-01;0,59425320056899000;protestant;confessional;1869-12-15;1909-09-21;1263;1928-01-20
00925;Middelberg;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Middelberg;social;Amsterdam VII;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;133277;33085;199345;0,36443655713453665;9,04685991791243e-02;0,54509484368633909;protestant;confessional;1846-06-21;1909-09-21;1263;1916-03-06
00638;F.I.J. Janssen;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Janssen;social;Maastricht;8328;6583;535;0,539168716819889;0,4261796074898287;0,03463463456646110;84681;674;2459;57343;130;1084;0,97926806359615404;2,22005908772649e-03;0,01851187731611934;catholic;confessional;1871-03-29;1902-04-29;3965;1952-08-25
00835;Loeff;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Loeff;social;Waalwijk;0;0;0;NA;NA;NA;52094;2743;4507;31035;3143;9963;0,70308783217416915;7,12036428717066e-02;0,22570852495412427;catholic;confessional;1858-11-15;1896-05-05;6149;1921-07-10
00072;Beckers;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Beckers;social;Sittard;2597;1630;1704;0,437868824818749;0,2748068910183068;0,28726947732584873;30477;2475;16556;47620;1914;4281;0,88488339682244732;3,55662919260429e-02;0,07955031125150980;catholic;confessional;1860-05-02;1903-10-09;3437;1923-01-08
01538;van Wichen;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Wichen;social;Haarlemmermeer;7122;2425;5719;0,466526922573038;0,1588448771510740;0,37460800017822210;104552;1663;5191;26691;8282;22113;0,46755771993133166;1,45079353957187e-01;0,38736292611148099;catholic;confessional;1855-06-11;1901-09-17;4189;1920-03-06
01583;van Wijnbergen;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Wijnbergen;social;Elst;7951;4142;3982;0,494618973561431;0,2576592570353192;0,24770224939285301;73500;2070;3350;24864;2469;21497;0,50919516690559086;5,05631783739504e-02;0,44024165472045873;catholic;confessional;1869-03-08;1904-04-19;3244;1950-03-01
00977;O.F.A.M. van Nispen tot Sevenaer;0;Wet Ouderdom Invaliditeit 1913;1913-03-07;Tweede Kamer;Nispen tot Sevenaer;social;Nijmegen;7806;9539;2764;0,388184395046994;0,4743555553521164;0,13744499717534209;94821;791;1315;53225;1981;12064;0,79121450869629861;2,94484911550468e-02;0,17933700014865467;catholic;confessional;1867-10-02;1901-09-17;4189;1956-10-30
00904;Merckelbach;1;Woningwet 1901;1901-04-19;Tweede Kamer;Merckelbach;social;Gulpen;5996;2238;1671;0,605350832912670;0,2259326836407649;0,16868851812372052;34318;3477;9252;48128;119;800;0,98126287030807180;2,42624421473281e-03;0,01631088547719534;catholic;confessional;1861-06-08;1897-09-21;1305;1926-10-30
00114;de Bieberstein Rogalla Zawadsky;1;Woningwet 1901;1901-04-19;Tweede Kamer;Bieberstein Rogalla Zawadsky;social;Sittard;2597;1630;1704;0,437868824818749;0,2748068910183068;0,28726947732584873;30477;2475;16556;42261;1728;3603;0,88798537569339397;3,63086232980333e-02;0,07570600100857287;catholic;confessional;1854-01-24;1897-02-16;1522;1929-03-22
01400;van de Velde;1;Woningwet 1901;1901-04-19;Tweede Kamer;Velde;social;Delft;6212;6537;764;0,459705468807815;0,4837399261533684;0,05653420136668858;90453;871;2950;17408;4312;26030;0,36456544502617799;9,03036649214660e-02;0,54513089005235604;protestant;confessional;1855-09-09;1890-04-29;4007;1919-05-28
00153;Bolsius;1;Woningwet 1901;1901-04-19;Tweede Kamer;Bolsius;social;Roermond;4415;4264;1856;0,419079259610821;0,4047299844383274;0,17616088059213367;45430;2637;6772;44147;546;5159;0,88556126133354718;1,09524191607157e-02;0,10348631950573700;catholic;confessional;1869-03-08;1900-09-18;213;1951-08-29
00293;van Dedem;1;Woningwet 1901;1901-04-19;Tweede Kamer;Dedem;social;Zwolle;8565;7504;4656;0,413268998793727;0,3620675690566099;0,22464780807428289;105644;1198;1839;12002;3763;29891;0,26287892062379536;8,24207114070440e-02;0,65470036796916065;protestant;confessional;1838-02-07;1879-09-15;7886;1931-03-01
00144;de Boer;1;Woningwet 1901;1901-04-19;Tweede Kamer;Boer;social;Zaandam;4397;5264;465;0,434228718151294;0,5198275998348473;0,04591706424400106;76592;1708;7072;6923;3581;31882;0,16333223234086727;8,44854433067522e-02;0,75218232435238053;liberal;liberal;1852-10-10;1894-05-16;2529;1936-08-05
01189;Schaper;1;Woningwet 1901;1901-04-19;Tweede Kamer;Schaper;social;Veendam;10303;5554;5056;0,492660067900349;0,2655701795140500;0,24175473123178523;54378;1502;2533;5294;6460;32638;0,11925572175166696;1,45521715624437e-01;0,73522256262389618;socialist;socialist;1868-02-12;1899-04-25;724;1934-08-31
00163;van der Borch van Verwolde;1;Woningwet 1901;1901-04-19;Tweede Kamer;Borch van Verwolde;social;Ridderkerk;3434;1219;992;0,608325952170062;0,2159200443283333;0,17570507985675174;54284;3582;4418;611;9031;35684;0,01348012178440630;1,99245466178352e-01;0,78727441203724124;protestant;confessional;1842-02-01;1884-07-29;6107;1919-05-11
00723;van Kol;1;Woningwet 1901;1901-04-19;Tweede Kamer;Kol;social;Enschede;23985;5765;5375;0,682846975088968;0,1641249232111786;0,15302122121923939;38199;693;1447;28195;2087;34650;0,43422349534898047;3,21413170701657e-02;0,53363518758085382;socialist;socialist;1852-05-23;1897-09-24;1302;1925-08-22
01609;Zijlma;1;Woningwet 1901;1901-04-19;Tweede Kamer;Zijlma;social;Zuidhorn;2986;1000;2452;0,463808636222429;0,1553165521655417;0,38082699913209367;71785;4426;5148;1422;15459;24412;0,03443682948683796;3,74373380476110e-01;0,59118979003705230;liberal;liberal;1842-09-23;1891-03-03;3699;1922-06-12
00893;Meesters;1;Woningwet 1901;1901-04-19;Tweede Kamer;Meesters;social;Steenwijk;4616;1705;3215;0,484060402684564;0,1787870654636217;0,33712002315920586;40771;3551;3874;2191;6697;29876;0,05652151480755340;1,72763388711175e-01;0,77071509648127123;liberal;liberal;1850-09-02;1894-05-16;2529;1904-01-05
01113;Rink;1;Woningwet 1901;1901-04-19;Tweede Kamer;Rink;social;Arnhem;7583;13136;1247;0,345215332787035;0,5980057160729181;0,05676711536292027;211668;112;559;22781;1880;26288;0,44713340791772166;3,68996447427820e-02;0,51596694733949633;liberal;liberal;1851-08-13;1891-09-15;3503;1941-08-06
00714;Knijff;1;Woningwet 1901;1901-04-19;Tweede Kamer;Knijff;social;Bodegraven;778;1055;233;0,376573088092933;0,5105555365561260;0,11272991000483087;88191;4611;6614;10804;6480;27211;0,24281379930329247;1,45634340937184e-01;0,61155185975952353;socialist;socialist;1836-05-13;1894-05-16;2529;1908-04-08
00348;Drucker;1;Woningwet 1901;1901-04-19;Tweede Kamer;Drucker;social;Groningen;7845;17281;519;0,305907584324430;0,6738465145346280;0,02023708998354999;156159;136;562;8484;5226;40242;0,15725088967971529;9,68638790035587e-02;0,74588523131672613;socialist;socialist;1857-08-11;1894-05-16;2529;1917-09-05
00815;Lieftinck;1;Woningwet 1901;1901-04-19;Tweede Kamer;Lieftinck;social;Franeker;10577;5004;8016;0,448234945120142;0,2120568270847883;0,33969469434200383;72481;1195;2004;2333;6850;25901;0,06649754874016645;1,95245696043781e-01;0,73825675521605294;liberal;liberal;1835-06-08;1879-02-18;8095;1917-07-07
01179;Schaafsma;1;Woningwet 1901;1901-04-19;Tweede Kamer;Schaafsma;social;Dokkum;9146;3369;7891;0,448201509359992;0,1650948742638522;0,38668836839273130;55594;1403;2442;887;15358;21350;0,02359356297379970;4,08511770182205e-01;0,56789466684399525;socialist;socialist;1858-06-29;1894-05-16;2529;1914-03-24
00636;Jansen;1;Woningwet 1901;1901-04-19;Tweede Kamer;Jansen;social;Tilburg;10055;5646;1014;0,601555489081663;0,3377682808038675;0,06066066527042862;56139;1129;2598;50865;818;3746;0,91766043046058909;1,47576178534702e-02;0,06758195168594057;catholic;confessional;1824-06-04;1898-06-14;1039;1901-11-13
00704;de Klerk;1;Woningwet 1901;1901-04-19;Tweede Kamer;Klerk;social;Rotterdam II;35562;77919;1307;0,309805903056069;0,6788060572697183;0,01138610955462167;511721;66;440;84898;19902;181041;0,29701127549931605;6,96261208154184e-02;0,63336260368526553;liberal;liberal;1852-01-06;1897-09-21;1305;1920-07-23
01458;van Vlijmen;1;Woningwet 1901;1901-04-19;Tweede Kamer;Vlijmen;social;Veghel;6371;1673;5094;0,484929212970011;0,1273358388744004;0,38771217973680722;37335;2175;3377;43259;2;332;0,99233821943890077;4,58789255155644e-05;0,00761590163558369;catholic;confessional;1843-05-02;1888-05-01;4735;1919-12-17
01085;de Ras;1;Woningwet 1901;1901-04-19;Tweede Kamer;Ras;social;Maastricht;8328;6583;535;0,539168716819889;0,4261796074898287;0,03463463456646110;84681;674;2459;49158;10;1027;0,97934057177009659;1,99223030182289e-04;0,02046020519972109;catholic;confessional;1847-06-13;1892-07-20;3194;1920-05-04
01269;Smeenge;1;Woningwet 1901;1901-04-19;Tweede Kamer;Smeenge;social;Meppel;5827;4794;2987;0,428203997648442;0,3522816836842114;0,21949064452489431;49190;2671;2321;976;9049;31405;0,02355780835143615;2,18416606323920e-01;0,75802558532464381;liberal;liberal;1852-05-25;1886-04-05;5492;1935-05-09
01079;de Ram;1;Woningwet 1901;1901-04-19;Tweede Kamer;Ram;social;Bergen op Zoom;7494;5993;3788;0,433806078147612;0,3469087993548062;0,21926650161389591;70891;1477;3005;47092;454;3333;0,92556850567031579;8,92313135085202e-03;0,06550836297883213;catholic;confessional;1842-10-29;1888-05-01;4735;1917-07-04
00983;Nolting;1;Woningwet 1901;1901-04-19;Tweede Kamer;Nolting;social;Amsterdam VIII;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;120033;22297;212234;0,33853690730023350;6,28856849539152e-02;0,59857740774585122;socialist;socialist;1852-07-23;1897-09-21;1305;1923-07-06
00689;Ketelaar;1;Woningwet 1901;1901-04-19;Tweede Kamer;Ketelaar;social;Amsterdam V;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;120033;22297;212234;0,33853690730023350;6,28856849539152e-02;0,59857740774585122;socialist;socialist;1864-05-06;1897-09-21;1305;1936-06-27
00889;Mees;1;Woningwet 1901;1901-04-19;Tweede Kamer;Mees;social;Rotterdam IV;35562;77919;1307;0,309805903056069;0,6788060572697183;0,01138610955462167;511721;66;440;84898;19902;181041;0,29701127549931605;6,96261208154184e-02;0,63336260368526553;liberal;liberal;1834-07-05;1873-10-04;10058;1915-06-04
01446;de Visser;1;Woningwet 1901;1901-04-19;Tweede Kamer;Visser;social;Rotterdam I;35562;77919;1307;0,309805903056069;0,6788060572697183;0,01138610955462167;511721;66;440;84898;19902;181041;0,29701127549931605;6,96261208154184e-02;0,63336260368526553;protestant;confessional;1857-02-09;1897-09-21;1305;1932-04-14
01120;Roessingh;1;Woningwet 1901;1901-04-19;Tweede Kamer;Roessingh;social;Emmen;10357;1547;4751;0,621855298709096;0,0928815515529880;0,28524744059698359;27624;2491;2114;6337;7886;41752;0,11321125502456454;1,40884323358642e-01;0,74590442161679316;liberal;liberal;1840-02-08;1891-09-15;3503;1916-12-19
01068;Pijnappel;1;Woningwet 1901;1901-04-19;Tweede Kamer;Pijnappel;social;Amsterdam I;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;120033;22297;212234;0,33853690730023350;6,28856849539152e-02;0,59857740774585122;liberal;liberal;1830-01-26;1866-11-19;12569;1906-01-31
00438;Geertsema;1;Woningwet 1901;1901-04-19;Tweede Kamer;Geertsema;social;Amsterdam VI;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;120033;22297;212234;0,33853690730023350;6,28856849539152e-02;0,59857740774585122;liberal;liberal;1845-03-31;1888-05-01;4735;1902-08-07
01191;Schepel;1;Woningwet 1901;1901-04-19;Tweede Kamer;Schepel;social;Appingedam;1267;1406;746;0,370576191868968;0,4111867867699362;0,21814257508357257;89280;4007;5185;1426;11366;30045;0,03328897915353549;2,65331372411700e-01;0,70137964843476430;liberal;liberal;1833-11-23;1874-04-29;9851;1909-03-02
00019;van Alphen;1;Woningwet 1901;1901-04-19;Tweede Kamer;Alphen;social;Ommen;8340;1224;5578;0,550785893541144;0,0808318239975956;0,36836397667321558;28815;2084;1862;8098;8622;26295;0,18825990933395328;2,00441706381495e-01;0,61129838428455185;protestant;confessional;1829-12-01;1884-12-08;5975;1911-07-15
00404;Ferf;1;Woningwet 1901;1901-04-19;Tweede Kamer;Ferf;social;Hoorn;3402;4742;1451;0,354559666492965;0,4941974755089006;0,15121122026022443;101901;3306;8711;13461;1330;23509;0,35146214099216710;3,47258485639687e-02;0,61381201044386424;liberal;liberal;1854-01-09;1891-10-02;3486;1916-04-29
00297;van Deinse;1;Woningwet 1901;1901-04-19;Tweede Kamer;Deinse;social;Hontenisse;1808;443;1447;0,488912925905895;0,1197786475583995;0,39122819434689010;55929;6809;6813;26465;3288;14645;0,59608540925266906;7,40573899725213e-02;0,32985720077480968;liberal;liberal;1841-03-26;1894-05-16;2529;1908-06-09
00567;den Hertog;1;Woningwet 1901;1901-04-19;Tweede Kamer;Hertog;social;Amsterdam III;52355;114101;879;0,312875369767233;0,6818704195747474;0,00525290450112269;1203224;63;613;120033;22297;212234;0,33853690730023350;6,28856849539152e-02;0,59857740774585122;liberal;liberal;1846-12-27;1901-04-16;3;1902-10-30
01067;Pijnacker Hordijk;1;Woningwet 1901;1901-04-19;Tweede Kamer;Pijnacker Hordijk;social;'s-Gravenhage III;24192;49146;3829;0,313501885521013;0,6368758710098046;0,04961904496952533;525337;130;666;63164;7822;111627;0,34588994211803104;4,28337522520302e-02;0,61127630562993873;liberal;liberal;1842-04-27;1891-09-15;3503;1918-08-09
01374;Travaglino;1;Woningwet 1901;1901-04-19;Tweede Kamer;Travaglino;social;Druten;1610;488;912;0,534883720930233;0,1620974407700092;0,30291989054577589;51195;4171;4362;29062;995;13248;0,67110033483431475;2,29765615979679e-02;0,30592310356771735;catholic;confessional;1831-09-19;1888-05-01;4735;1905-05-23
00981;Nolens;1;Woningwet 1901;1901-04-19;Tweede Kamer;Nolens;social;Venlo;4218;3617;2248;0,418327878607557;0,3587077201785557;0,22293233895036343;42911;3994;4548;46262;46;4558;0,90948767349506543;9,04336885149216e-04;0,08960798961978532;catholic;confessional;1860-09-07;1896-11-13;1617;1931-08-27
00468;Goekoop;1;Woningwet 1901;1901-04-19;Tweede Kamer;Goekoop;social;Brielle;0;0;0;NA;NA;NA;60728;4651;8620;2011;6388;35293;0,04602673258262381;1,46205254966584e-01;0,80776801245079188;liberal;liberal;1845-04-16;1884-11-17;5996;1911-10-07
00264;Conrad;1;Woningwet 1901;1901-04-19;Tweede Kamer;Conrad;social;'s-Gravenhage II;24192;49146;3829;0,313501885521013;0,6368758710098046;0,04961904496952533;525337;130;666;63164;7822;111627;0,34588994211803104;4,28337522520302e-02;0,61127630562993873;liberal;liberal;1825-05-26;1891-09-15;3503;1902-08-12
00923;Michiels van Verduynen;1;Woningwet 1901;1901-04-19;Tweede Kamer;Michiels van Verduynen;social;Breda;8606;7065;4041;0,436586850649351;0,3584031821166526;0,20499376176961312;83786;1280;1602;45806;146;5120;0,89689066416040097;2,85870927318296e-03;0,10025062656641603;catholic;confessional;1855-08-23;1888-05-01;4735;1929-02-04
01422;Vermeulen;1;Woningwet 1901;1901-04-19;Tweede Kamer;Vermeulen;social;Helmond;6544;1634;2071;0,638501317201678;0,1594202566061243;0,20205276395166313;32619;2069;3817;45497;148;2431;0,94635577003078464;3,07845910641484e-03;0,05056577086280056;catholic;confessional;1846-01-11;1880-06-29;7598;1913-10-09
01411;Verhey;1;Woningwet 1901;1901-04-19;Tweede Kamer;Verheij;social;Rotterdam III;35562;77919;1307;0,309805903056069;0,6788060572697183;0,01138610955462167;511721;66;440;84898;19902;181041;0,29701127549931605;6,96261208154184e-02;0,63336260368526553;liberal;liberal;1851-07-21;1897-09-21;1305;1913-05-04
00243;C.J.E. van Bylandt;1;Woningwet 1901;1901-04-19;Tweede Kamer;Bylandt;social;Gouda;3846;4349;287;0,453430794623909;0,5127054378172510;0,03383250568149338;76612;2080;4236;9131;4600;36775;0,18079040114045855;9,10782877281907e-02;0,72813131113135077;liberal;liberal;1840-01-08;1894-05-16;2529;1902-07-18
00318;Dobbelmann;1;Woningwet 1901;1901-04-19;Tweede Kamer;Dobbelmann;social;Nijmegen;7806;9539;2764;0,388184395046994;0,4743555553521164;0,13744499717534209;94821;791;1315;42476;369;11585;0,78037846775675179;6,77934962336947e-03;0,21284218261987875;catholic;confessional;1830-08-08;1889-07-09;4301;1912-12-18
00461;van Gilse;1;Woningwet 1901;1901-04-19;Tweede Kamer;Gilse;social;Sneek;6975;5835;4170;0,410777385159011;0,3436312629003750;0,24557212828402239;80803;1730;3100;6362;7742;26668;0,15603845776513292;1,89885215343863e-01;0,65407632689100359;socialist;socialist;1843-07-20;1897-11-16;1249;1915-04-24
00500;van Gijn;1;Woningwet 1901;1901-04-19;Tweede Kamer;Gijn;social;Dordrecht;8106;9709;1614;0,417211385042977;0,4997061874975243;0,08306777670985759;116515;536;2001;5798;5169;39905;0,11397232269224720;1,01607957225979e-01;0,78441972008177396;liberal;liberal;1848-10-08;1889-04-10;4391;1937-09-24
00543;S. baron van Heemstra;1;Woningwet 1901;1901-04-19;Tweede Kamer;Heemstra;social;Hilversum;6177;5759;787;0,485498703136053;0,4526275445975080;0,06185191975875200;87517;2333;9059;20682;4270;32100;0,36251139311505298;7,48440019631214e-02;0,56264460492182566;protestant;confessional;1842-09-30;1897-09-21;1305;1911-12-20
